indicator_code,current_name,name_as_in_source,definitive_name,frequency,unit_as_in_source,indicator_source_name,region_name,indicator_type,functionality,,
,China Central (HRC) Billet/Slab Cost,,China Central (HRC) Billet/Slab Cost,daily,USD/T,Vale,China,Steel; HRC; Billet; Slab,Margins,,
,China Central (HRC) Burden Cost,,China Central (HRC) Burden Cost,daily,USD/T,Vale,China,"Steel, HRC",Margins,,
,China Central (HRC) Coil Rebar Cost,,China Central (HRC) Coil Rebar Cost,daily,USD/T,Vale,China,"Steel, HRC",Margins,,
,China Central (HRC) Crude Steel Cost,,China Central (HRC) Crude Steel Cost,daily,USD/T,Vale,China,"Steel, HRC",Margins,,
,China Central (HRC) Currency Exchange Cost,,China Central (HRC) Currency Exchange Cost,daily,USD/T,Vale,China,"Steel, HRC",Margins,,
,China Central (HRC) Final Product Cost,,China Central (HRC) Final Product Cost,daily,USD/T,Vale,China,"Steel, HRC",Margins,,
,China Central (HRC) Fuel Cost,,China Central (HRC) Fuel Cost,daily,USD/T,Vale,China,"Steel, HRC",Margins,,
,China Central (HRC) Hot Metal Cost,,China Central (HRC) Hot Metal Cost,daily,USD/T,Vale,China,"Steel, HRC",Margins,,
,China Central (HRC) Lag Billet/Slab Cost,,China Central (HRC) Lag Billet/Slab Cost,daily,USD/T,Vale,China,Steel; HRC; Billet; Slab,Margins,,
,China Central (HRC) Lag Burden Cost,,China Central (HRC) Lag Burden Cost,daily,USD/T,Vale,China,"Steel, HRC",Margins,,
,China Central (HRC) Lag Coil Rebar Cost,,China Central (HRC) Lag Coil Rebar Cost,daily,USD/T,Vale,China,"Steel, HRC",Margins,,
,China Central (HRC) Lag Coke Cost,,China Central (HRC) Lag Coke Cost,daily,USD/T,Vale,China,"Steel, Coke; HRC",Margins,,
,China Central (HRC) Lag Crude Steel Cost,,China Central (HRC) Lag Crude Steel Cost,daily,USD/T,Vale,China,"Steel, HRC",Margins,,
,China Central (HRC) Lag Currency Exchange Cost,,China Central (HRC) Lag Currency Exchange Cost,daily,USD/T,Vale,China,"Steel, HRC",Margins,,
,China Central (HRC) Lag Final Product Cost,,China Central (HRC) Lag Final Product Cost,daily,USD/T,Vale,China,"Steel, HRC",Margins,,
,China Central (HRC) Lag Fuel Cost,,China Central (HRC) Lag Fuel Cost,daily,USD/T,Vale,China,"Steel, HRC",Margins,,
,China Central (HRC) Lag Hot Metal Cost,,China Central (HRC) Lag Hot Metal Cost,daily,USD/T,Vale,China,"Steel, HRC",Margins,,
,China Central (HRC) Lag Margin,,Steel Margin (HRC)China Central Lag ,daily,RMB/T,MultiSource,China,Steel;HRC;BOF,Margins,,
,China Central (HRC) Lag Operational Rate Cost,,China Central (HRC) Lag Operational Rate Cost,daily,USD/T,Vale,China,"Steel, HRC",Margins,,
,China Central (HRC) Lag Sinter Cost,,China Central (HRC) Lag Sinter Cost,daily,USD/T,Vale,China,"Steel, HRC",Margins,,
,China Central (HRC) Margin,,Steel Margin (HRC) China Central,daily,RMB/T,MultiSource,China,Steel;HRC;BOF,Margins,,
,China Central (Rebar) Billet/Slab Cost,,China Central (Rebar) Billet/Slab Cost,daily,USD/T,Vale,China,Steel; Rebar; Billet; Slab,Margins,,
,China Central (Rebar) Burden Cost,,China Central (Rebar) Burden Cost,daily,USD/T,Vale,China,Steel; Rebar,Margins,,
,China Central (Rebar) Coil Rebar Cost,,China Central (Rebar) Coil Rebar Cost,daily,USD/T,Vale,China,Steel; Rebar,Margins,,
,China Central (Rebar) Crude Steel Cost,,China Central (Rebar) Crude Steel Cost,daily,USD/T,Vale,China,Steel; Rebar,Margins,,
,China Central (Rebar) Currency Exchange Cost,,China Central (Rebar) Currency Exchange Cost,daily,USD/T,Vale,China,Steel; Rebar,Margins,,
,China Central (Rebar) Final Product Cost,,China Central (Rebar) Final Product Cost,daily,USD/T,Vale,China,Steel; Rebar,Margins,,
,China Central (Rebar) Fuel Cost,,China Central (Rebar) Fuel Cost,daily,USD/T,Vale,China,Steel; Rebar,Margins,,
,China Central (Rebar) Hot Metal Cost,,China Central (Rebar) Hot Metal Cost,daily,USD/T,Vale,China,Steel; Rebar,Margins,,
,China Central (Rebar) Lag Billet/Slab Cost,,China Central (Rebar) Lag Billet/Slab Cost,daily,USD/T,Vale,China,Steel; Rebar; Billet; Slab,Margins,,
,China Central (Rebar) Lag Burden Cost,,China Central (Rebar) Lag Burden Cost,daily,USD/T,Vale,China,Steel; Rebar,Margins,,
,China Central (Rebar) Lag Coil Rebar Cost,,China Central (Rebar) Lag Coil Rebar Cost,daily,USD/T,Vale,China,Steel; Rebar,Margins,,
,China Central (Rebar) Lag Coke Cost,,China Central (Rebar) Lag Coke Cost,daily,USD/T,Vale,China,"Steel, Coke; Rebar",Margins,,
,China Central (Rebar) Lag Crude Steel Cost,,China Central (Rebar) Lag Crude Steel Cost,daily,USD/T,Vale,China,Steel; Rebar,Margins,,
,China Central (Rebar) Lag Currency Exchange Cost,,China Central (Rebar) Lag Currency Exchange Cost,daily,USD/T,Vale,China,Steel; Rebar,Margins,,
,China Central (Rebar) Lag Final Product Cost,,China Central (Rebar) Lag Final Product Cost,daily,USD/T,Vale,China,Steel; Rebar,Margins,,
,China Central (Rebar) Lag Fuel Cost,,China Central (Rebar) Lag Fuel Cost,daily,USD/T,Vale,China,Steel; Rebar,Margins,,
,China Central (Rebar) Lag Hot Metal Cost,,China Central (Rebar) Lag Hot Metal Cost,daily,USD/T,Vale,China,Steel; Rebar,Margins,,
,China Central (Rebar) Lag Margin,,Steel Margin (Rebar) China Central  Lag ,daily,RMB/T,MultiSource,China,Steel;Rebar;BOF,Margins,,
,China Central (Rebar) Lag Operational Rate Cost,,China Central (Rebar) Lag Operational Rate Cost,daily,USD/T,Vale,China,Steel; Rebar,Margins,,
,China Central (Rebar) Lag Sinter Cost,,China Central (Rebar) Lag Sinter Cost,daily,USD/T,Vale,China,Steel; Rebar,Margins,,
,China Central (Rebar) Margin,,Steel Margin (Rebar) China Central  ,daily,RMB/T,MultiSource,China,Steel;Rebar;BOF,Margins,,
,"China Central BF Coke rate, kg/thm HRC",,"China Central BF Coke rate, kg/thm HRC",constant,KG/thm,Vale,China,"Steel, Coke, HRC",Margins;Costs,,
,"China Central BF Coke rate, kg/thm Rebar",,"China Central BF Coke rate, kg/thm Rebar",constant,KG/thm,Vale,China,"Steel, Coke; Rebar",Margins;Costs,,
,"China Central BF Fixed costs, $/t HRC",,"China Central BF Fixed costs, $/t HRC",daily,USD/T,Vale,China,"Steel, HRC",Margins,,
,"China Central BF Fixed costs, $/t Rebar",,"China Central BF Fixed costs, $/t Rebar",daily,USD/T,Vale,China,Steel; Rebar,Margins,,
,"China Central BF PCI, kg/thm HRC",,"China Central BF PCI, kg/thm HRC",constant,KG/thm,Vale,China,Steel; HRC; PCI,Margins,,
,"China Central BF PCI, kg/thm Rebar",,"China Central BF PCI, kg/thm Rebar",constant,KG/thm,Vale,China,Steel; Rebar; PCI,Margins,,
,"China Central BF Variable costs, $/t HRC",,"China Central BF Variable costs, $/t HRC",daily,USD/T,Vale,China,"Steel, HRC",Margins,,
,"China Central BF Variable costs, $/t Rebar",,"China Central BF Variable costs, $/t Rebar",daily,USD/T,Vale,China,Steel; Rebar,Margins,,
,China Central Billet/Slab Cost,,China Central Billet/Slab Cost,daily,USD/T,Vale,China,Steel;Billet;Slab,Margins,,
,China Central Burden Cost,,China Central Burden Cost,daily,USD/T,Vale,China,Steel,Margins,,
,China Central Coil Rebar Cost,,China Central Coil Rebar Cost,daily,USD/T,Vale,China,Steel; Rebar,Margins,,
,China Central Coke Cost,,China Central Coke Cost,daily,USD/T,Vale,China,Coke,Margins,,
,"China Central Coke Making Fixed costs, $/t",,"China Central Coke Making Fixed costs, $/t",daily,USD/T,Vale,China,Coke,Margins,,
,China Central Crude Steel Cost,,China Central Crude Steel Cost,daily,USD/T,Vale,China,Steel,Margins,,
,China Central Currency Exchange Cost,,China Central Currency Exchange Cost,daily,USD/T,Vale,China,Steel,Margins,,
,China Central Final Product Cost,,China Central Final Product Cost,daily,USD/T,Vale,China,Steel,Margins,,
,China Central Fuel Cost,,China Central Fuel Cost,daily,USD/T,Vale,China,Steel,Margins,,
,"China Central HM, % HRC",,"China Central HM, % HRC",constant,%,Vale,China,"Steel, HRC",Margins;Costs,,
,"China Central HM, % Rebar",,"China Central HM, % Rebar",constant,%,Vale,China,Steel; Rebar,Margins;Costs,,
,China Central Hot Metal Cost,,China Central Hot Metal Cost,daily,USD/T,Vale,China,Steel,Margins,,
,"China Central IO Logistics, $/t",,"China Central IO Logistics, $/t",daily,USD/T,Vale,China,Steel,Margins;Costs,,
,China Central Lag Billet/Slab Cost,,China Central Lag Billet/Slab Cost,daily,USD/T,Vale,China,Steel;Billet;Slab,Margins,,
,China Central Lag Burden Cost,,China Central Lag Burden Cost,daily,USD/T,Vale,China,Steel,Margins,,
,China Central Lag Coil Rebar Cost,,China Central Lag Coil Rebar Cost,daily,USD/T,Vale,China,Steel; Rebar,Margins,,
,China Central Lag Crude Steel Cost,,China Central Lag Crude Steel Cost,daily,USD/T,Vale,China,Steel,Margins,,
,China Central Lag Final Product Cost,,China Central Lag Final Product Cost,daily,USD/T,Vale,China,Steel,Margins,,
,China Central Lag Fuel Cost,,China Central Lag Fuel Cost,daily,USD/T,Vale,China,Steel,Margins,,
,China Central Lag Hot Metal Cost,,China Central Lag Hot Metal Cost,daily,USD/T,Vale,China,Steel,Margins,,
,China Central Lag Margin,,Steel Margin China Central Lag ,daily,RMB/T,MultiSource,China,Steel;BOF,Margins,,
,"China Central Lump, % HRC",,"China Central Lump, % HRC",constant,%,Vale,China,Iron Ore; Lumps,Margins;Costs,,
,"China Central Lump, % Rebar",,"China Central Lump, % Rebar",constant,%,Vale,China,Iron Ore; Lumps,Margins;Costs,,
,China Central Margin,,Steel Margin China Central ,daily,RMB/T,MultiSource,China,Steel;BOF,Margins,,
,China Central Operational Rate Cost,,China Central Operational Rate Cost,daily,USD/T,Vale,China,Steel,Margins,,
,"China Central Pellet, % HRC",,"China Central Pellet, % HRC",constant,%,Vale,China,Iron Ore;Pellets,Margins;Costs,,
,"China Central Pellet, % Rebar",,"China Central Pellet, % Rebar",constant,%,Vale,China,Iron Ore;Pellets,Margins;Costs,,
,"China Central Scrap, % HRC",,"China Central Scrap, % HRC",constant,%,Vale,China,"Steel, HRC",Margins,,
,"China Central Scrap, % Rebar",,"China Central Scrap, % Rebar",constant,%,Vale,China,Steel; Rebar,Margins,,
,China Central Sinter Cost,,China Central Sinter Cost,daily,USD/T,Vale,China,Steel; Iron Ore; Sinter Fines,Margins,,
,"China Central Sinter, % HRC",,"China Central Sinter, % HRC",constant,%,Vale,China,"Steel, HRC",Margins,,
,"China Central Sinter, % Rebar",,"China Central Sinter, % Rebar",constant,%,Vale,China,Steel; Rebar,Margins,,
,"China Central Sintering Fixed costs, $/t HRC",,"China Central Sintering Fixed costs, $/t HRC",daily,USD/T,Vale,China,"Steel, HRC",Margins,,
,"China Central Sintering Fixed costs, $/t Rebar",,"China Central Sintering Fixed costs, $/t Rebar",daily,USD/T,Vale,China,Steel; Rebar,Margins,,
,"China Central Sintering IO, kg/t HRC",,"China Central Sintering IO, kg/t HRC",constant,KG/T,Vale,China,"Steel, HRC",Margins,,
,"China Central Sintering IO, kg/t Rebar",,"China Central Sintering IO, kg/t Rebar",constant,KG/T,Vale,China,Steel; Rebar,Margins,,
,"China Central Sintering Variable costs, $/t HRC",,"China Central Sintering Variable costs, $/t HRC",daily,USD/T,Vale,China,"Steel, HRC",Margins,,
,"China Central Sintering Variable costs, $/t Rebar",,"China Central Sintering Variable costs, $/t Rebar",daily,USD/T,Vale,China,Steel; Rebar,Margins,,
,"China Central Slab/Billet Fixed cost, $/t HRC",,"China Central Slab/Billet Fixed cost, $/t HRC",daily,USD/T,Vale,China,Steel; HRC; Billet; Slab,Margins,,
,"China Central Slab/Billet Fixed cost, $/t Rebar",,"China Central Slab/Billet Fixed cost, $/t Rebar",daily,USD/T,Vale,China,Steel; Rebar; Billet; Slab,Margins,,
,"China Central Slab/Billet Yield, % HRC",,"China Central Slab/Billet Yield, % HRC",constant,%,Vale,China,Steel; HRC; Billet; Slab,Margins;Costs,,
,"China Central Slab/Billet Yield, % Rebar",,"China Central Slab/Billet Yield, % Rebar",constant,%,Vale,China,Steel; Rebar; Billet; Slab,Margins;Costs,,
,"China Central Steel Fixed cost, $/t HRC",,"China Central Steel Fixed cost, $/t HRC",daily,USD/T,Vale,China,"Steel, HRC",Margins,,
,"China Central Steel Fixed cost, $/t Rebar",,"China Central Steel Fixed cost, $/t Rebar",daily,USD/T,Vale,China,Steel; Rebar,Margins,,
,"China Central Steel Making Fixed costs, $/t HRC",,"China Central Steel Making Fixed costs, $/t HRC",daily,USD/T,Vale,China,"Steel, HRC",Margins,,
,"China Central Steel Making Fixed costs, $/t Rebar",,"China Central Steel Making Fixed costs, $/t Rebar",daily,USD/T,Vale,China,Steel; Rebar,Margins,,
,"China Central Steel Making Variable costs, $/t HRC",,"China Central Steel Making Variable costs, $/t HRC",daily,USD/T,Vale,China,"Steel, HRC",Margins,,
,"China Central Steel Making Variable costs, $/t Rebar",,"China Central Steel Making Variable costs, $/t Rebar",daily,USD/T,Vale,China,Steel; Rebar,Margins,,
,"China Central Steel Making Yield, % HRC",,"China Central Steel Making Yield, % HRC",constant,%,Vale,China,"Steel, HRC",Margins,,
,"China Central Steel Making Yield, % Rebar",,"China Central Steel Making Yield, % Rebar",constant,%,Vale,China,Steel; Rebar,Margins,,
,China Central Steel Opex Rate HRC,,China Central Steel Opex Rate HRC,constant,%,Vale,China,"Steel, HRC",Margins,,
,China Central Steel Opex Rate Rebar,,China Central Steel Opex Rate Rebar,constant,%,Vale,China,Steel; Rebar,Margins,,
,"China Central Steel Steel, % HRC",,"China Central Steel Steel, % HRC",constant,%,Vale,China,"Steel, HRC",Margins,,
,"China Central Steel Steel, % Rebar",,"China Central Steel Steel, % Rebar",constant,%,Vale,China,Steel; Rebar,Margins,,
,"China Central Steel Yield, % HRC",,"China Central Steel Yield, % HRC",constant,%,Vale,China,"Steel, HRC",Margins,,
,"China Central Steel Yield, % Rebar",,"China Central Steel Yield, % Rebar",constant,%,Vale,China,Steel; Rebar,Margins,,
,China coal - Australia coal,,Price ratio China domestic Coke / Coal price,daily,USD/T,Platts,Global,Coal;Coking Coal,Spreads,,
,China Coil Rebar Cost,,China Coil Rebar Cost,daily,USD/T,Vale,China,Steel; Rebar,Margins,,
,China Coke Cost,,China Coke Cost,daily,USD/T,Vale,China,Coke,Margins,,
,"China Coke Making Fixed costs, $/t",,"China Coke Making Fixed costs, $/t",daily,USD/T,Vale,China,Coke,Margins,,
,China Coke price / IOCJ premium,,Price ratio China Coke price / IOCJ premium,daily,USD,Mysteel,China,Iron Ore;Sinter Fines; Coal;Coking Coal,Ratios;Premium,,
,China Crude Steel Cost,,China Crude Steel Cost,daily,USD/T,Vale,China,Steel,Margins,,
,China Currency Exchange Cost,,China Currency Exchange Cost,daily,USD/T,Vale,China,Steel,Margins,,
,China domestic Coke / Coal price,,Price ratio China imported Coke / Coal price,daily,RMB,MultiSource,China,Coal;Coking Coal;Coke,Ratios,,
,"China EAF 30/70 Steel Making Fixed costs, $/t",,"China EAF 30/70 Steel Making Fixed costs, $/t",daily,USD/T,Vale,China,Steel;EAF,Margins,,
,"China EAF 70/30 Steel Making Fixed costs, $/t",,"China EAF 70/30 Steel Making Fixed costs, $/t",daily,USD/T,Vale,China,Steel;EAF,Margins,,
CNFA3INY Index,China FAI Completed Investment in Infrastructure (excluding electricity) (Cumulative) YoY,China Fixed Assets Investment (Cumu) YoY- Infrastructure (excluding electricity),China Fixed Assets Investment (Cumu) YoY- Infrastructure (excluding electricity),monthly,%,Bloomberg,China,Macroeconomic,Industrial,,
CNFARSDY Index,China FAI Completed Investment in Real Estate Development (Cumulative) YoY,China Completed Investment in Real Estate Development (Cumulative) YoY,China Completed Investment in Real Estate Development (Cumulative) YoY,monthly,%,Bloomberg,China,Macroeconomic,Industrial,,
CNFAMFY Index,China FAI Investments Manufacturing (Cumulative) YoY,China Fixed Assets Investments Manufacturing Cumulative YoY,China Fixed Assets Investments Manufacturing Cumulative YoY,monthly,%,Bloomberg,China,Macroeconomic,Industrial,,
,"China Ferro alloy consumption, kg HRC",,"China Ferro alloy consumption, kg HRC",constant,KG/T,Vale,China,"Steel, HRC",Margins;Costs,,
,"China Ferro alloy consumption, kg Rebar",,"China Ferro alloy consumption, kg Rebar",constant,KG/T,Vale,China,Steel; Rebar,Margins;Costs,,
,China Final Product Cost,,China Final Product Cost,daily,USD/T,Vale,China,Steel,Margins,,
CNFAYOY Index,"China Fixed asset investment, monthly",China Fixed Assets Investment (Excluding Rural Households) Cumulative YoY,China Fixed Assets Investment (Excluding Rural Households) Cumulative YoY,monthly,%,Bloomberg,China,Macroeconomic,Industrial,,
,China Fuel Cost,,China Fuel Cost,daily,USD/T,Vale,China,Steel,Margins,,
,"China HM, %",,"China HM, %",constant,%,Vale,China,Steel,Margins;Costs,,
,China Hot Metal Cost,,China Hot Metal Cost,daily,USD/T,Vale,China,Steel,Margins,,
,China imported Coke / Coal price,,Price spread Coke FOB North China / Coal CFR China,daily,USD,Platts,China,Coal;Coking Coal;Coke,Ratios,,
CHVAIOY Index,China Industrial Production (monthly),China Value Added of Industry YoY,China Value Added of Industry YoY,monthly,%,Bloomberg,China,Macroeconomic,Industrial,,
ID00185413,China Iron and Steel Association:CISA members:pig iron:Average daily production(Every ten days),China Iron and Steel Association:CISA members:pig iron:Average daily production(Every ten days),CISA members: pig iron: Average daily production(Every ten days),10-day,10KT,Mysteel,China,Metallics;Pig Iron,Production;Mills,,
ID00182718,China Iron and Steel Association:Crude Steel:CISA members:Production:China(Every ten days),China Iron and Steel Association:Crude Steel:CISA members:Production:China(Every ten days),CISA members: Crude Steel Production:China (Every ten days),10-day,10KT,Mysteel,China,Steel,Production;Mills,,
ID00185412,China Iron and Steel Association:pig iron:Average daily production:China(Every ten days),China Iron and Steel Association:pig iron:Average daily production:China(Every ten days),China Iron and Steel Association:pig iron:Average daily production:China(Every ten days),10-day,10KT,Mysteel,China,Metallics;Pig Iron,Production;Mills,,
,China Lag Billet/Slab Cost,,China Lag Billet/Slab Cost,daily,USD/T,Vale,China,Steel;Billet;Slab,Margins,,
,China Lag Burden Cost,,China Lag Burden Cost,daily,USD/T,Vale,China,Steel,Margins,,
,China Lag Crude Steel Cost,,China Lag Crude Steel Cost,daily,USD/T,Vale,China,Steel,Margins,,
,China Lag Final Product Cost,,China Lag Final Product Cost,daily,USD/T,Vale,China,Steel,Margins,,
,China Lag Fuel Cost,,China Lag Fuel Cost,daily,USD/T,Vale,China,Steel,Margins,,
,China Lag Hot Metal Cost,,China Lag Hot Metal Cost,daily,USD/T,Vale,China,Steel,Margins,,
,China Lag Margin,,Steel Margin China Lag ,daily,RMB/T,MultiSource,China,Steel;BOF,Margins,,
,China Lead M+1 Margin,,Steel Margin China Lead M+1 ,daily,RMB/T,MultiSource,China,Steel;BOF,Margins,,
,China Lead M+2 Margin,,Steel Margin China Lead M+2 ,daily,RMB/T,MultiSource,China,Steel;BOF,Margins,,
,China Lead M+3 Margin,,Steel Margin China Lead M+3 ,daily,RMB/T,MultiSource,China,Steel;BOF,Margins,,
,China Lead M+4 Margin,,Steel Margin China Lead M+4 ,daily,RMB/T,MultiSource,China,Steel;BOF,Margins,,
,China Lead M+5 Margin,,Steel Margin China Lead M+5 ,daily,RMB/T,MultiSource,China,Steel;BOF,Margins,,
,China Lead M+6 Margin,,Steel Margin China Lead M+6 ,daily,RMB/T,MultiSource,China,Steel;BOF,Margins,,
,China local conc. - Ukraine imported conc.,,Price spread China local conc. - Ukraine imported conc.,daily,USD,Mysteel,China,Iron Ore;Concentrates,Spreads;Seaborne;Ports,,
,China local pellet - Ukraine imported pellet prices,,Price spread China local pellet - Ukraine imported pellet,daily,USD,Mysteel,China,Iron Ore;Pellets,Spreads;Seaborne;Ports,,
,"China Lump, %",,"China Lump, %",constant,%,Vale,China,Iron Ore; Lumps,Margins;Costs,,
CPMINDX Index,China Manufacturing PMI,China Manufacturing PMI SA,China Manufacturing PMI SA,monthly,,Bloomberg,China,Macroeconomic,Industrial;Financial,,
,China Margin,,Steel Margin China ,daily,RMB/T,MultiSource,China,Steel;BOF,Margins,,
,China North (HRC) Billet/Slab Cost,,China North (HRC) Billet/Slab Cost,daily,USD/T,Vale,China,Steel;Billet;Slab,Margins,,
,China North (HRC) Burden Cost,,China North (HRC) Burden Cost,daily,USD/T,Vale,China,"Steel, HRC",Margins,,
,China North (HRC) Coil Rebar Cost,,China North (HRC) Coil Rebar Cost,daily,USD/T,Vale,China,"Steel, HRC",Margins,,
,China North (HRC) Crude Steel Cost,,China North (HRC) Crude Steel Cost,daily,USD/T,Vale,China,"Steel, HRC",Margins,,
,China North (HRC) Currency Exchange Cost,,China North (HRC) Currency Exchange Cost,daily,USD/T,Vale,China,"Steel, HRC",Margins,,
,China North (HRC) Final Product Cost,,China North (HRC) Final Product Cost,daily,USD/T,Vale,China,"Steel, HRC",Margins,,
,China North (HRC) Fuel Cost,,China North (HRC) Fuel Cost,daily,USD/T,Vale,China,"Steel, HRC",Margins,,
,China North (HRC) Hot Metal Cost,,China North (HRC) Hot Metal Cost,daily,USD/T,Vale,China,"Steel, HRC",Margins,,
,China North (HRC) Lag Billet/Slab Cost,,China North (HRC) Lag Billet/Slab Cost,daily,USD/T,Vale,China,Steel; HRC; Billet; Slab,Margins,,
,China North (HRC) Lag Burden Cost,,China North (HRC) Lag Burden Cost,daily,USD/T,Vale,China,"Steel, HRC",Margins,,
,China North (HRC) Lag Coil Rebar Cost,,China North (HRC) Lag Coil Rebar Cost,daily,USD/T,Vale,China,"Steel, HRC",Margins,,
